RespondentID,Seen_any_SW,SW_fan,Episode_1_seen,Episode_2_seen,Episode_3_seen,Episode_4_seen,Episode_5_seen,Episode_6_seen,Episode_1_rank,Episode_2_rank,Episode_3_rank,Episode_4_rank,Episode_5_rank,Episode_6_rank,han_solo,luke_skywalker,princess_leia_organa,anakin_skywalker,obi_wan_kenobi,emperor_palpatine,darth_vader,lando_calrissian,boba_fett,c-3p0,r2_d2,jar_jar_binks,padme_amidala,yoda,1st_shot,familiar_exp_universe,fan_exp_universe,fan_star_trek,gender,income,location,NaN,18-29,30-44,45-60,> 60,Response,edu_NaN,edu_less_HS,edu_HS,edu_Some_collage/AD,edu_BD,edu_GD
3291320154.0,1,1,1,1,1,1,1,1,4,5,6,2,3,1,5,5,4,3,4,6,2,4,2,4,4,1,4,5,I don't understand this question,0,,1,Male,3,Middle Atlantic,0,0,1,0,0,0,0,0,0,0,0,1
3291312980.0,1,0,0,0,0,0,1,0,4,2,3,5,1,6,4,4,4,4,4,3,3,3,3,4,4,2,3,5,Han,0,,0,Female,2,West North Central,0,1,0,0,0,0,0,0,1,0,0,0
3291288174.0,1,1,1,0,0,0,1,1,4,5,6,2,3,1,5,5,5,4,5,1,3,6,3,5,5,1,6,5,Han,0,,1,Female,5,West North Central,0,0,0,0,1,0,0,0,0,0,1,0
3291271932.0,1,0,1,0,0,1,1,1,4,5,6,1,3,2,4,5,4,1,5,6,3,2,3,4,1,2,6,4,Han,0,,0,Female,5,West North Central,0,0,1,0,0,0,0,0,0,0,1,0
3291267852.0,1,0,0,0,0,1,1,1,4,6,5,1,2,3,4,4,4,1,4,6,1,6,1,4,4,6,6,4,I don't understand this question,0,,1,Male,3,Middle Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3291262515.0,1,0,1,1,1,1,1,1,4,5,6,3,1,2,4,4,4,4,4,6,4,6,,5,5,5,6,5,I don't understand this question,0,,0,Female,5,West South Central,0,0,1,0,0,0,0,0,0,0,1,0
3291233218.0,1,1,1,1,1,1,1,1,4,3,5,6,1,2,5,5,5,5,5,2,2,4,4,3,5,4,2,5,Greedo,1,0,1,Female,0,Pacific,0,0,1,0,0,0,0,0,0,1,0,0
3291206864.0,1,0,1,1,1,1,1,1,3,1,2,4,5,6,1,4,5,5,4,1,2,6,6,4,4,5,5,5,Greedo,0,,0,Female,4,Pacific,0,1,0,0,0,0,0,0,0,1,0,0
3291184745.0,1,1,1,1,1,1,1,1,4,5,6,2,1,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,Greedo,0,,0,Female,5,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0
3291181010.0,1,0,1,1,1,1,1,1,6,5,4,3,1,2,1,3,1,2,4,2,2,3,3,2,4,2,3,5,Han,0,,0,Male,2,Pacific,0,0,1,0,0,0,0,0,0,0,0,1
3291159863.0,1,0,1,0,0,1,1,1,4,5,6,3,1,2,5,4,4,3,4,3,4,6,6,4,5,2,6,5,I don't understand this question,0,,1,Female,0,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3291145258.0,1,0,1,0,0,0,0,1,2,3,4,5,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,I don't understand this question,0,,0,Female,0,Pacific,0,1,0,0,0,0,0,0,1,0,0,0
3291141478.0,1,1,1,1,1,1,1,1,1,2,3,6,5,4,5,5,5,5,5,1,5,1,1,5,5,5,5,5,Han,1,1,1,Female,6,Pacific,0,0,0,0,1,0,0,0,0,0,0,1
3291139156.0,1,1,0,0,0,1,1,1,4,5,6,1,3,2,5,5,5,1,5,6,2,3,6,5,5,6,6,5,I don't understand this question,0,,1,Female,0,West North Central,0,0,0,1,0,0,0,0,0,0,1,0
3291121359.0,1,0,0,0,0,0,1,1,3,5,6,4,1,2,5,5,5,5,5,1,4,1,1,4,5,1,1,5,Greedo,1,0,1,Male,4,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3291119656.0,1,0,1,1,1,1,1,1,3,1,2,4,5,6,1,1,1,1,1,1,4,4,4,1,1,1,1,4,Han,0,,0,Male,4,Mountain,0,0,1,0,0,0,0,0,1,0,0,0
3291101925.0,1,0,1,1,1,1,1,1,6,4,2,5,3,1,5,4,5,1,4,1,4,3,3,1,4,2,1,5,Han,1,0,0,Female,2,Mountain,0,1,0,0,0,0,0,0,0,0,1,0
3291094347.0,1,0,1,1,0,0,0,1,1,3,4,5,6,2,4,5,5,5,5,1,5,1,1,5,5,1,1,5,I don't understand this question,0,,1,Female,5,Pacific,0,0,1,0,0,0,0,0,0,1,0,0
3291092094.0,1,0,0,0,0,1,1,1,2,1,4,3,5,6,5,5,5,4,4,1,4,1,1,5,5,1,1,5,Han,0,,0,Female,4,East North Central,0,0,0,1,0,0,0,0,1,0,0,0
3291077381.0,1,0,1,1,1,1,1,1,5,6,4,2,1,3,1,1,1,3,4,1,1,1,1,3,4,2,4,4,Han,0,,1,Male,6,Mountain,0,0,0,1,0,0,0,0,0,0,0,1
3291075212.0,1,1,1,1,1,1,1,1,6,5,4,2,1,3,5,5,5,3,5,5,5,5,5,5,5,2,1,5,Han,1,0,1,Male,3,East South Central,0,0,1,0,0,0,0,0,0,1,0,0
3291063226.0,1,1,1,1,1,1,1,1,5,6,4,1,2,3,5,5,5,5,5,2,4,5,2,5,5,3,2,5,Greedo,0,,0,Female,6,Pacific,0,1,0,0,0,0,0,0,0,0,1,0
3291060156.0,1,1,0,0,0,1,1,1,4,5,6,1,3,2,5,5,5,2,4,2,2,4,3,5,5,3,1,5,Greedo,0,,0,Female,2,Mountain,0,0,1,0,0,0,0,0,0,0,1,0
3291056296.0,1,1,1,1,1,1,1,1,5,6,4,1,2,3,5,5,5,5,5,4,5,4,5,5,5,5,4,5,Han,1,1,0,Female,4,West North Central,0,1,0,0,0,0,0,0,0,1,0,0
3291052728.0,1,1,1,1,1,1,1,1,5,6,4,1,2,3,5,5,5,3,5,2,2,4,1,5,5,4,5,5,Han,1,0,1,Male,5,West South Central,0,0,0,1,0,0,0,0,0,0,0,1
3291051343.0,1,1,1,1,1,1,1,1,5,6,4,2,1,3,5,4,4,1,4,4,4,1,1,4,4,2,4,4,Han,0,,1,Male,2,Middle Atlantic,0,0,0,1,0,0,0,0,1,0,0,0
3291045360.0,1,1,1,1,1,1,1,1,6,5,4,1,3,2,5,5,5,4,5,4,5,4,4,5,5,3,1,5,Greedo,0,,1,Male,0,East South Central,0,0,0,1,0,0,0,0,0,0,0,1
3291043176.0,1,0,1,1,1,1,1,1,4,5,6,1,2,3,5,3,4,3,4,5,5,5,5,3,4,1,1,4,Greedo,0,,0,Male,0,Pacific,0,0,1,0,0,0,0,0,0,1,0,0
3291042516.0,1,0,1,1,1,1,1,1,3,4,5,6,1,2,5,5,5,5,5,1,5,5,5,5,5,5,1,5,I don't understand this question,0,,0,Female,3,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3291037640.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3291034202.0,1,1,1,1,1,1,1,1,6,5,4,2,1,3,5,5,5,4,4,5,5,4,5,4,5,2,2,5,Han,0,,0,Male,6,Middle Atlantic,0,0,1,0,0,0,0,0,0,0,1,0
3291032418.0,1,0,0,0,0,1,1,1,4,5,6,1,2,3,5,5,5,5,5,2,2,4,4,5,5,2,5,5,Han,0,,0,Female,5,East North Central,0,0,0,1,0,0,0,0,1,0,0,0
3291028446.0,1,1,1,1,1,1,1,1,6,5,4,2,1,3,5,4,4,2,4,5,4,4,1,4,1,2,2,5,Han,1,1,0,Male,4,South Atlantic,0,0,1,0,0,0,0,0,0,1,0,0
3291024297.0,1,1,1,1,1,1,1,1,6,5,4,2,1,3,5,5,5,,,2,2,1,3,5,5,2,1,5,Han,0,,1,Male,2,Middle Atlantic,0,0,0,0,1,0,0,0,0,0,0,1
3291023456.0,1,1,1,1,1,1,1,1,6,2,1,4,5,3,5,5,4,5,5,3,5,1,3,4,5,6,5,5,Han,1,1,1,Female,5,West South Central,0,1,0,0,0,0,0,0,0,1,0,0
3291022655.0,1,1,1,1,0,0,1,1,4,3,6,5,1,2,6,5,5,5,5,2,2,6,6,5,5,6,6,5,I don't understand this question,0,,1,Female,5,South Atlantic,0,0,0,0,1,0,0,0,0,1,0,0
3291022013.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3291019033.0,1,1,1,1,1,1,1,1,1,5,2,3,4,6,5,5,5,5,5,3,3,1,3,4,4,4,5,5,Greedo,0,,1,Female,5,West South Central,0,0,1,0,0,0,0,0,0,1,0,0
3291014757.0,1,1,1,1,1,1,1,1,6,3,4,5,2,1,5,4,5,5,5,4,3,5,2,5,5,6,6,5,I don't understand this question,0,,0,Female,3,Mountain,0,0,0,0,1,0,0,0,0,0,0,1
3291007877.0,1,1,1,1,1,1,1,1,5,6,4,1,2,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,Han,1,1,1,Male,3,Middle Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3291006540.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3291002672.0,1,0,0,0,0,0,1,1,3,4,5,2,6,1,5,5,5,4,5,6,5,6,,1,1,4,,5,I don't understand this question,0,,0,Male,6,East North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290999912.0,1,0,1,0,0,0,1,0,2,3,4,5,1,6,4,5,5,6,5,6,4,1,6,5,5,6,6,5,I don't understand this question,0,,1,Female,2,West South Central,0,0,0,1,0,0,0,0,0,0,1,0
3290996933.0,1,1,1,1,1,1,1,1,4,5,6,2,1,3,5,4,5,4,5,4,5,5,5,1,4,3,5,5,Han,1,1,0,Male,5,Pacific,0,1,0,0,0,0,0,0,0,1,0,0
3290994001.0,1,0,1,1,1,1,0,1,5,3,6,1,2,4,5,5,5,4,5,5,5,4,5,5,5,2,2,4,Greedo,1,0,0,Male,2,Middle Atlantic,0,1,0,0,0,0,0,0,1,0,0,0
3290992477.0,1,1,1,1,0,1,1,1,4,5,6,2,1,3,4,4,4,4,4,6,4,1,1,5,5,4,6,5,Han,0,,1,Female,4,East North Central,0,1,0,0,0,0,0,0,0,0,1,0
3290987996.0,1,1,1,1,1,1,1,1,6,2,4,3,1,5,5,5,5,5,5,,1,5,5,5,5,3,4,5,Greedo,1,0,1,Male,2,Mountain,0,0,1,0,0,0,0,0,0,0,0,1
3290984063.0,1,0,0,0,0,0,1,1,2,3,4,5,6,1,5,4,4,5,5,6,2,6,6,4,5,6,4,,I don't understand this question,0,,0,Male,0,South Atlantic,0,0,0,1,0,0,0,0,0,1,0,0
3290980789.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290977827.0,1,0,1,1,1,1,1,1,3,4,5,6,1,2,5,,,,,,,,,5,5,5,,5,Greedo,0,,0,Male,0,Pacific,0,1,0,0,0,0,0,0,0,1,0,0
3290976539.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290975724.0,1,1,1,1,1,1,1,1,1,2,3,4,5,6,4,4,4,4,5,1,5,1,1,4,4,1,1,5,Han,0,,1,Male,5,Mountain,0,0,0,0,1,0,0,0,1,0,0,0
3290973695.0,1,1,1,1,1,1,1,1,5,4,6,2,3,1,5,4,5,3,1,1,4,1,1,5,5,2,3,5,Han,1,0,1,Female,0,Middle Atlantic,0,1,0,0,0,0,0,0,0,1,0,0
3290972257.0,1,1,1,1,1,1,1,1,4,5,6,1,3,2,5,5,5,5,5,5,5,5,5,5,5,2,6,5,Han,0,,1,Male,3,Pacific,0,0,1,0,0,0,0,0,0,0,0,1
3290971794.0,1,1,1,1,1,1,1,1,5,6,4,3,1,2,5,5,5,5,5,5,2,3,3,5,5,3,5,5,Greedo,0,,1,Female,0,East South Central,0,0,0,1,0,0,0,0,0,0,0,1
3290971358.0,1,1,1,1,0,0,0,0,2,1,3,4,5,6,1,4,4,1,5,1,5,4,1,5,5,4,1,5,Greedo,0,,0,Female,5,Pacific,0,0,1,0,0,0,0,0,0,1,0,0
3290961497.0,1,1,1,1,1,1,1,1,5,1,6,2,3,4,5,4,4,5,5,2,2,4,4,3,5,3,4,5,Greedo,0,,0,Male,5,East North Central,0,1,0,0,0,0,0,0,0,0,1,0
3290949606.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290948002.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,5,5,5,6,5,6,4,6,6,5,5,6,6,5,I don't understand this question,1,0,0,Female,2,South Atlantic,0,0,0,0,1,0,0,0,0,0,0,1
3290947136.0,1,0,1,1,1,1,1,1,1,2,3,5,6,4,5,5,5,5,5,1,2,1,3,5,5,5,5,5,Greedo,0,,1,Female,4,West North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290947011.0,1,0,1,1,1,1,1,1,5,2,1,4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Han,0,,1,Male,3,Middle Atlantic,0,1,0,0,0,0,0,0,1,0,0,0
3290944858.0,1,1,1,1,1,1,1,1,3,1,2,4,5,6,5,5,5,5,5,4,5,4,5,5,5,2,5,5,Greedo,0,,1,Male,3,Pacific,0,0,1,0,0,0,0,0,0,1,0,0
3290944288.0,1,1,1,1,1,0,1,1,4,5,6,3,2,1,5,4,4,4,5,6,2,4,4,5,5,5,4,5,Greedo,1,0,0,Male,0,West North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290941824.0,1,1,1,1,1,0,1,1,4,5,6,3,2,1,5,4,4,4,5,6,6,5,5,5,5,5,4,5,Greedo,0,,0,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290939696.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290934328.0,1,0,0,0,0,1,1,0,1,6,5,3,2,4,5,5,5,1,5,4,5,4,4,5,5,2,3,4,Han,0,,0,Male,5,East North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290929229.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,4,4,1,1,1,1,4,4,1,1,1,Greedo,0,,1,Male,5,Pacific,0,0,1,0,0,0,0,0,0,0,0,1
3290922858.0,1,0,1,1,1,1,1,1,4,5,6,1,2,3,5,5,4,4,5,1,5,1,1,4,4,4,4,5,I don't understand this question,1,0,0,Male,5,Middle Atlantic,0,0,0,0,1,0,0,0,1,0,0,0
3290920752.0,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I don't understand this question,0,,0,Female,2,Pacific,0,0,0,0,1,0,0,0,0,1,0,0
3290919823.0,1,1,1,1,1,1,1,1,4,5,6,3,2,1,5,5,5,4,5,2,3,1,3,4,5,1,5,5,Han,0,,1,Female,0,West South Central,0,0,1,0,0,0,0,0,0,0,0,1
3290919419.0,1,1,1,1,1,1,1,1,5,6,4,2,3,1,5,5,5,4,5,4,5,5,3,3,5,2,4,5,I don't understand this question,0,,1,Male,0,West South Central,0,0,0,1,0,0,0,0,0,0,1,0
3290917153.0,1,1,1,1,1,1,1,1,5,6,4,2,1,3,5,5,5,3,4,4,3,1,1,4,4,2,1,1,Greedo,0,,0,Male,6,East North Central,0,0,1,0,0,0,0,0,0,0,0,1
3290917131.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,4,1,1,1,3,,4,4,4,4,5,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290916554.0,1,1,1,1,1,1,1,1,4,3,5,2,6,1,5,5,5,4,5,2,3,1,4,5,5,4,4,5,Han,1,1,1,Female,0,Mountain,0,1,0,0,0,0,0,0,0,1,0,0
3290915885.0,1,1,1,1,1,1,1,1,3,6,5,1,4,2,5,5,5,5,5,5,5,1,3,5,5,3,5,5,Han,1,1,1,Male,0,Pacific,0,0,0,1,0,0,0,0,0,1,0,0
3290912485.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290912014.0,1,0,0,0,0,1,1,1,4,5,6,1,3,2,5,5,5,6,4,1,1,6,,5,5,1,6,4,Han,0,,0,Female,5,East North Central,0,0,0,1,0,0,0,0,0,1,0,0
3290910069.0,1,1,1,1,1,1,1,1,3,4,5,6,1,2,5,5,5,1,5,2,1,1,6,1,4,3,1,5,Han,0,,1,Male,0,New England,0,0,0,1,0,0,0,0,0,1,0,0
3290906086.0,1,1,1,1,0,1,1,1,1,3,6,2,4,5,5,4,1,4,5,2,2,5,2,5,5,5,1,5,I don't understand this question,0,,0,Female,0,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290906022.0,1,0,0,0,0,1,1,1,4,5,6,2,3,1,4,4,4,4,4,6,2,6,6,4,4,6,6,4,I don't understand this question,0,,0,Male,3,Mountain,0,0,0,1,0,0,0,0,0,1,0,0
3290903423.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,5,5,5,3,4,6,3,6,3,5,5,4,6,4,I don't understand this question,0,,0,Female,5,Mountain,0,0,0,1,0,0,0,0,0,0,0,1
3290902880.0,1,1,1,1,1,1,1,1,4,6,5,1,2,3,5,5,5,4,5,3,5,1,1,5,5,1,5,5,Han,0,,0,Female,6,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290901027.0,1,1,1,1,1,1,1,1,4,5,6,2,1,3,5,4,4,1,5,1,,3,1,4,4,2,1,4,I don't understand this question,0,,1,Male,2,East North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290896982.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290889443.0,1,0,0,1,1,0,0,0,1,2,3,4,5,6,4,5,5,1,5,2,2,5,3,5,5,5,4,5,Han,0,,0,Female,5,East North Central,0,1,0,0,0,0,0,0,0,0,1,0
3290888715.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290888303.0,1,1,1,0,1,1,1,1,4,6,5,2,3,1,4,5,4,1,5,2,1,1,3,4,5,1,4,5,Han,0,,1,Male,0,East North Central,0,1,0,0,0,0,0,0,1,0,0,0
3290888102.0,1,0,0,1,1,0,0,0,6,5,3,1,4,2,5,5,4,2,5,6,6,,,5,5,,,5,I don't understand this question,0,,0,Female,4,Mountain,0,0,0,1,0,0,0,0,0,0,0,1
3290888079.0,1,1,1,1,1,1,1,1,2,3,4,5,6,1,5,5,5,5,5,4,4,4,1,5,5,2,2,5,I don't understand this question,0,,1,Female,0,Middle Atlantic,0,0,0,0,1,0,0,0,0,1,0,0
3290884427.0,1,1,1,1,1,1,0,1,3,4,5,6,1,2,5,5,5,4,5,1,4,1,1,5,5,1,4,5,Greedo,1,0,1,Male,0,Pacific,0,0,0,1,0,0,0,0,0,0,1,0
3290881566.0,1,1,1,1,0,1,1,1,4,5,6,1,2,3,5,5,5,5,5,3,3,1,3,4,4,3,6,5,Han,0,,0,Female,3,Pacific,0,0,0,0,1,0,0,0,0,0,0,1
3290879019.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,4,5,5,4,5,1,1,1,1,5,5,2,4,5,Han,0,,1,Female,4,East South Central,0,0,0,1,0,0,0,0,0,0,0,1
3290878766.0,1,1,1,1,1,1,1,1,4,5,6,1,2,3,5,5,5,1,5,6,4,3,1,5,5,4,1,5,Han,1,1,1,Male,6,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290873342.0,1,1,1,1,1,1,1,1,6,2,3,4,1,5,4,1,4,3,5,5,5,4,5,1,1,2,3,4,Han,1,1,0,Male,5,Middle Atlantic,0,0,1,0,0,0,0,0,0,0,1,0
3290871307.0,1,1,1,1,1,1,1,1,6,4,5,1,2,3,5,5,5,5,5,2,3,4,2,5,5,3,4,5,Han,0,,1,Male,3,Pacific,0,0,0,1,0,0,0,0,0,0,0,1
3290863729.0,1,1,1,1,1,1,1,1,5,6,2,4,1,3,5,4,4,5,5,2,3,5,3,5,5,2,5,5,Han,0,,1,Female,3,East North Central,0,1,0,0,0,0,0,0,0,1,0,0
3290863193.0,1,1,1,1,1,1,1,1,5,6,4,1,3,2,5,5,5,5,5,4,5,4,4,5,5,2,5,5,Han,1,0,1,Male,0,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290862050.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290860908.0,1,1,1,1,1,1,1,1,6,5,3,4,1,2,5,5,5,5,6,,5,6,4,5,5,4,5,5,Greedo,1,0,1,Male,2,Mountain,0,0,0,1,0,0,0,0,0,0,0,1
3290860842.0,1,0,1,1,1,1,1,1,3,4,6,5,1,2,5,5,4,4,5,1,1,4,1,1,4,4,3,5,I don't understand this question,0,,0,Male,0,South Atlantic,0,0,0,0,1,0,0,0,0,1,0,0
3290860558.0,1,1,1,1,1,1,1,1,6,4,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,Han,0,,0,Male,0,New England,0,0,1,0,0,0,0,0,0,0,1,0
3290858689.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290858543.0,1,1,1,1,1,1,1,1,4,3,5,2,1,6,5,4,5,1,5,1,4,6,4,5,5,6,4,5,I don't understand this question,1,0,1,Male,6,New England,0,0,0,1,0,0,0,0,0,0,0,1
3290855818.0,1,1,1,1,1,1,1,1,5,6,4,1,2,3,5,5,5,5,5,4,5,3,4,5,5,5,1,5,Han,1,1,1,Male,0,East North Central,0,0,0,1,0,0,0,0,1,0,0,0
3290854802.0,1,1,1,1,1,1,1,1,6,5,4,3,1,2,5,4,4,3,4,5,5,4,5,5,5,2,3,5,Han,1,1,0,Male,2,Pacific,0,0,1,0,0,0,0,0,1,0,0,0
3290853559.0,1,0,1,1,0,0,1,0,2,3,4,5,1,6,4,4,5,1,1,6,3,6,3,4,4,1,6,1,Han,0,,1,Male,4,East South Central,0,0,0,1,0,0,0,0,0,1,0,0
3290853267.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290848617.0,1,1,1,1,1,1,1,1,4,5,6,3,1,2,5,5,4,4,5,1,3,1,3,1,1,2,1,5,I don't understand this question,0,,1,Male,3,West South Central,0,0,0,1,0,0,0,0,0,0,1,0
3290846848.0,1,1,1,1,1,1,1,1,1,2,3,4,5,6,5,5,5,4,5,1,1,4,4,4,4,4,1,5,Han,0,,0,Male,3,East North Central,0,0,0,0,1,0,0,0,0,1,0,0
3290846769.0,1,0,0,0,1,0,0,1,3,4,1,5,6,2,5,5,5,4,5,3,3,6,1,5,5,1,5,5,I don't understand this question,0,,0,Female,0,New England,0,1,0,0,0,0,0,0,0,0,1,0
3290846466.0,1,1,1,1,1,1,1,1,1,6,5,2,4,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Greedo,0,,1,Male,4,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290845752.0,1,1,1,0,0,1,1,1,4,5,6,1,2,3,5,4,4,2,5,6,5,4,1,5,5,2,6,5,Han,0,,0,Male,5,Mountain,0,0,1,0,0,0,0,0,0,0,1,0
3290845367.0,1,1,1,1,1,1,1,1,5,4,6,1,3,2,5,5,5,3,5,2,1,4,2,4,4,4,4,5,I don't understand this question,1,0,1,Male,2,South Atlantic,0,0,1,0,0,0,0,0,1,0,0,0
3290845046.0,1,1,1,1,1,1,1,1,4,5,6,2,1,3,5,5,5,3,5,3,2,5,1,5,5,5,4,5,Han,0,,1,Female,4,West North Central,0,0,0,0,1,0,0,0,0,1,0,0
3290841815.0,1,0,0,0,0,1,1,1,4,5,6,2,1,3,5,5,5,4,4,6,2,1,6,5,5,6,6,5,I don't understand this question,0,,0,Female,5,East South Central,0,0,1,0,0,0,0,0,0,0,1,0
3290836653.0,1,0,1,0,0,0,1,0,2,3,4,5,1,6,3,4,4,4,5,4,5,4,4,4,5,5,4,5,Greedo,0,,0,Female,5,West South Central,0,1,0,0,0,0,0,0,0,0,1,0
3290834007.0,1,0,0,0,0,1,1,1,1,2,3,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I don't understand this question,0,,1,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290829888.0,1,0,0,0,0,1,1,1,6,4,5,1,2,3,5,5,5,1,5,3,1,3,1,4,4,3,3,1,I don't understand this question,0,,1,Male,3,South Atlantic,0,0,0,1,0,0,0,0,0,0,1,0
3290821620.0,1,0,0,0,0,0,1,1,3,4,5,6,1,2,4,4,4,6,4,6,3,1,6,5,5,2,6,4,I don't understand this question,0,,0,Female,5,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290819415.0,1,0,1,1,1,0,1,1,3,5,4,6,1,2,4,5,1,3,,6,5,6,6,4,5,6,6,4,I don't understand this question,0,,0,Male,2,South Atlantic,0,0,1,0,0,0,0,0,0,1,0,0
3290812610.0,1,0,0,0,0,0,1,0,3,4,5,6,1,2,4,5,5,3,5,6,2,6,6,5,5,6,6,5,Greedo,0,,0,Female,5,West North Central,0,0,0,1,0,0,0,0,0,0,0,1
3290810177.0,1,1,0,0,1,1,1,1,6,5,4,1,2,3,5,5,5,2,5,1,4,3,3,4,4,6,5,5,Han,0,,1,Female,5,East South Central,0,0,1,0,0,0,0,0,0,0,0,1
3290810023.0,1,0,1,1,1,1,1,1,1,2,3,4,5,6,6,6,6,6,6,6,6,6,6,4,4,4,6,5,I don't understand this question,0,,0,Female,2,East North Central,0,1,0,0,0,0,0,0,0,0,0,1
3290806200.0,1,1,1,1,1,1,1,1,4,5,6,3,1,2,5,5,5,3,5,6,2,5,1,5,5,5,5,5,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290805125.0,1,0,1,1,1,1,1,1,1,2,3,4,5,6,5,5,5,5,5,5,3,6,6,5,5,5,5,5,I don't understand this question,0,,0,Male,6,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290804128.0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,0,0,1,0,0,0,0,0,0
3290804008.0,1,1,1,1,1,1,1,1,4,2,3,5,6,1,5,5,5,4,4,2,4,1,1,4,4,2,1,5,Han,1,0,1,Male,0,Mountain,0,0,0,1,0,0,0,0,0,0,1,0
3290799403.0,1,0,0,0,0,1,0,0,1,2,3,4,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,I don't understand this question,1,0,1,Male,2,Middle Atlantic,0,0,0,1,0,0,0,0,0,1,0,0
3290798064.0,1,1,1,1,1,1,1,1,4,3,1,6,5,2,5,5,5,5,5,4,5,4,4,5,5,1,1,5,Han,0,,1,Male,5,South Atlantic,0,0,0,1,0,0,0,0,0,0,0,1
3290796650.0,1,1,1,1,0,0,1,1,2,4,5,6,3,1,5,5,5,5,5,6,5,6,1,5,5,5,5,5,I don't understand this question,0,,1,Female,0,West North Central,0,0,0,1,0,0,0,0,0,0,1,0
3290792507.0,1,1,1,1,1,1,1,1,6,5,4,3,1,2,4,4,4,1,5,5,4,5,4,4,4,1,4,4,Han,0,,1,Male,4,Pacific,0,1,0,0,0,0,0,0,0,0,1,0
